"subject";"activity";"featDomain";"featAcceleration";"featInstrument";"featJerk";"featMagnitude";"featVariable";"featAxis";"count";"meanValue"
"522";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";99;-0.6623484276
"523";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";99;-0.825870984707071
"524";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";99;-0.772811330494949
"525";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";99;-0.605587691511111
"526";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";99;-0.850822301313131
"527";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";99;-0.715745792606061
"528";8;"WALKING";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";99;-0.749236439787879
"529";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";182;0.0189575502203297
"530";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";182;-0.100127874875824
"531";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";182;0.0547905121285714
"532";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";182;-0.620116117863736
"533";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";182;-0.480245370202198
"534";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";182;-0.376704871767033
"535";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";182;-0.374467449722308
"536";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";182;-0.505532707924725
"537";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";182;-0.103800903023626
"538";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";182;-0.0418414216578022
"539";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";182;-0.0572174004291209
"540";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";182;-0.641858248288461
"541";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";182;-0.610128463632967
"542";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";182;-0.627616233532967
"543";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";182;-0.60984136456044
"544";8;"WALKING_UPSTAIRS";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";182;-0.656008680989011
"545";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";182;0.266674048906593
"546";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";182;-0.0202216031321978
"547";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";182;-0.105614723352747
"548";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";182;-0.492827508658791
"549";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";182;-0.232940759736264
"550";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";182;-0.355279828382418
"551";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";182;-0.350982093868132
"552";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";182;-0.467415039361538
"553";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";182;0.0927048369369231
"554";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";182;-0.00137201536971429
"555";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";182;-0.0243776605506593
"556";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";182;-0.476492149967033
"557";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";182;-0.369514157182418
"558";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";182;-0.575477616297802
"559";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";182;-0.43009251566033
"560";8;"WALKING_UPSTAIRS";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";182;-0.474901933907692
"561";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"X";182;0.672365454230769
"562";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Y";182;-0.0550675502272528
"563";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Z";182;0.0328742204443956
"564";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"X";182;-0.943108468384615
"565";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Y";182;-0.944385490274725
"566";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Z";182;-0.905264808527472
"567";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"Mean";"NA";182;-0.350982093868132
"568";8;"WALKING_UPSTAIRS";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"SD";"NA";182;-0.467415039361538
"569";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"X";182;-0.556923952791209
"570";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";182;-0.477139862384066
"571";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";182;-0.398930833626374
"572";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"X";182;-0.64209298143956
"573";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Y";182;-0.488490067373626
"574";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Z";182;-0.430017097315385
"575";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";182;-0.538348071541758
"576";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";182;-0.572007930837912
"577";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";182;-0.639438448496154
"578";8;"WALKING_UPSTAIRS";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";182;-0.704299790384615
"579";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"X";182;-0.493100898158791
"580";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";182;-0.262394129472527
"581";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";182;-0.426764775743407
"582";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"X";182;-0.495451225035714
"583";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Y";182;-0.268071852098901
"584";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Z";182;-0.370711173704945
"585";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";182;-0.413399661273626
"586";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";182;-0.5867768587
"587";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";182;-0.496470870779121
"588";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";182;-0.405368968365934
"589";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";182;-0.545511445001648
"590";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";182;-0.50375369885989
"591";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";182;-0.375199658110989
"592";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";182;-0.604806207873626
"593";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";182;-0.427796629448901
"594";8;"WALKING_UPSTAIRS";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";182;-0.546655472807692
"595";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";288;-0.0701318154561458
"596";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";288;-0.0729884312991667
"597";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";288;0.109092913237986
"598";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";288;-0.676452392569444
"599";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";288;-0.670498220701389
"600";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";288;-0.587557692291458
"601";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";288;-0.550201866572569
"602";9;"STANDING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";288;-0.663198385034722
"603";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";288;-0.0892254930640278
"604";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";288;-0.0397344421815972
"605";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";288;-0.053402884281875
"606";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";288;-0.7617108665625
"607";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";288;-0.773273878854167
"608";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";288;-0.744656038298611
"609";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";288;-0.7629795809375
"610";9;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";288;-0.786176892048611
"611";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";288;0.270313841621528
"612";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";288;-0.0209466555412396
"613";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";288;-0.101233826213889
"614";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";288;-0.555656544538194
"615";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";288;-0.5758878952125
"616";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";288;-0.506111776081806
"617";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";288;-0.505183470509188
"618";9;"STANDING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";288;-0.553038255314792
"619";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";288;0.0840171430291667
"620";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";288;0.00678485848399306
"621";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";288;-0.00102998088194444
"622";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";288;-0.578305161360069
"623";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";288;-0.678923872274306
"624";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";288;-0.721610094569444
"625";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";288;-0.621608245092361
"626";9;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";288;-0.608862145384722
"627";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"X";288;0.670845545555556
"628";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Y";288;-0.0467446999509028
"629";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Z";288;0.104353653032743
"630";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"X";288;-0.958784666180556
"631";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Y";288;-0.949938115208333
"632";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Z";288;-0.920554317815972
"633";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"Mean";"NA";288;-0.505183470509188
"634";9;"STANDING";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"SD";"NA";288;-0.553038255314792
"635";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"X";288;-0.639863219559028
"636";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";288;-0.683924287600694
"637";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";288;-0.612680463163889
"638";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"X";288;-0.690689895534722
"639";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Y";288;-0.667203220760417
"640";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Z";288;-0.619468634127778
"641";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";288;-0.700863097986111
"642";9;"STANDING";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";288;-0.697729432621528
"643";9;"STANDING";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";288;-0.786473954201389
"644";9;"STANDING";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";288;-0.801296292638889
"645";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"X";288;-0.579258404408681
"646";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";288;-0.610267804090278
"647";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";288;-0.592119122804271
"648";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"X";288;-0.547995744907986
"649";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Y";288;-0.586766083232639
"650";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Z";288;-0.501074006965903
"651";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";288;-0.553186448295139
"652";9;"STANDING";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";288;-0.624456827182986
"653";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";288;-0.621377141312847
"654";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";288;-0.699766614569444
"655";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";288;-0.702931927996528
"656";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";288;-0.572819893733993
"657";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";288;-0.679065855003472
"658";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";288;-0.739139922708333
"659";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";288;-0.609193721940625
"660";9;"STANDING";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";288;-0.611619343190972
"661";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";198;-0.0150986647713131
"662";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";198;-0.0917433860077424
"663";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";198;0.0852285528396465
"664";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";198;-0.58889324085202
"665";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";198;-0.465358408925253
"666";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";198;-0.496858788129293
"667";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";198;-0.388314506775758
"668";10;"LAYING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";198;-0.522604974987475
"669";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";198;-0.111993956719192
"670";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";198;-0.0397793980300505
"671";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";198;-0.0573109579154545
"672";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";198;-0.632505796969697
"673";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";198;-0.708431890757576
"674";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";198;-0.607442629772727
"675";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";198;-0.665691018181818
"676";10;"LAYING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";198;-0.714913442525253
"677";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";198;0.276977089565657
"678";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";198;-0.0170332984576263
"679";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";198;-0.110873504487879
"680";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";198;-0.391986316171717
"681";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";198;-0.385673788492929
"682";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";198;-0.498647004568434
"683";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";198;-0.357419738586162
"684";10;"LAYING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";198;-0.424185928311495
"685";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";198;0.0794633942257576
"686";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";198;0.0169399674191919
"687";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";198;-0.0162372728227273
"688";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";198;-0.388135257723232
"689";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";198;-0.446206050364596
"690";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";198;-0.68333034690404
"691";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";198;-0.462110641822066
"692";10;"LAYING";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";198;-0.409095655168687
"693";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"X";198;0.740684960252525
"694";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Y";198;-0.207161356161616
"695";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"NA";"Mean";"Z";198;0.108410428305944
"696";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"X";198;-0.964710125
"697";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Y";198;-0.95504237949495
"698";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"NA";"SD";"Z";198;-0.927801700555556
"699";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"Mean";"NA";198;-0.357419738586162
"700";10;"LAYING";"Time";"Gravity";"Accelerometer";"NA";"Magnitude";"SD";"NA";198;-0.424185928311495
"701";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"X";198;-0.523601248676313
"702";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";198;-0.545223158712121
"703";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";198;-0.458413809783333
"704";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"X";198;-0.612021917085859
"705";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Y";198;-0.429815824722222
"706";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"NA";"SD";"Z";198;-0.556786812576768
"707";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";198;-0.572513090661616
"708";10;"LAYING";"Freq";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";198;-0.573538825626263
"709";10;"LAYING";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";198;-0.710849269646465
"710";10;"LAYING";"Freq";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";198;-0.741397840909091
"711";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"X";198;-0.391578450863636
"712";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";198;-0.384966594429798
"713";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";198;-0.554573027192929
"714";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"X";198;-0.393411346447475
"715";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Y";198;-0.42583273029202
"716";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"NA";"SD";"Z";198;-0.511764535653535
"717";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";198;-0.388684286908081
"718";10;"LAYING";"Freq";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";198;-0.535760386288384
"719";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";198;-0.412057314516667
"720";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";198;-0.463058241109444
"721";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";198;-0.645684616799495
"722";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";198;-0.418627017293636
"723";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";198;-0.466687914596465
"724";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";198;-0.72073657040404
"725";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";198;-0.385138891111111
"726";10;"LAYING";"Freq";"Body";"Accelerometer";"Jerk";"Magnitude";"SD";"NA";198;-0.447367612044293
"727";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"X";96;-0.0255225107895833
"728";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Y";96;-0.0699903917025
"729";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"Mean";"Z";96;0.10298476965625
"730";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"X";96;-0.849243536458333
"731";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Y";96;-0.851156069375
"732";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"NA";"SD";"Z";96;-0.807039630885417
"733";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"Mean";"NA";96;-0.797174474479167
"734";10;"STANDING";"Time";"NA";"Gyroscope";"NA";"Magnitude";"SD";"NA";96;-0.834377870416667
"735";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"X";96;-0.10022438078125
"736";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Y";96;-0.0478723615625
"737";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"Mean";"Z";96;-0.0519245405385417
"738";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"X";96;-0.849140011666667
"739";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Y";96;-0.892824673645833
"740";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"NA";"SD";"Z";96;-0.850475350104167
"741";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"Mean";"NA";96;-0.876313803854167
"742";10;"STANDING";"Time";"NA";"Gyroscope";"Jerk";"Magnitude";"SD";"NA";96;-0.880007876041667
"743";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"X";96;0.276583204166667
"744";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Y";96;-0.0194909304979167
"745";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"Mean";"Z";96;-0.1121843393125
"746";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"X";96;-0.838564338333333
"747";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Y";96;-0.727853336020833
"748";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"NA";"SD";"Z";96;-0.854294969270833
"749";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"Mean";"NA";96;-0.801728673104167
"750";10;"STANDING";"Time";"Body";"Accelerometer";"NA";"Magnitude";"SD";"NA";96;-0.795247255416667
"751";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"X";96;0.080527512159375
"752";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Y";96;0.004611439794375
"753";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"Mean";"Z";96;-0.00128744623489583
"754";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"X";96;-0.820707124664583
"755";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Y";96;-0.7341746674375
"756";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"NA";"SD";"Z";96;-0.889739520625
"757";10;"STANDING";"Time";"Body";"Accelerometer";"Jerk";"Magnitude";"Mean";"NA";96;-0.8162927158125
